stat	tf	sign	rank
1.55668644649063	ENSMUSG00000034041_LINE276_Lyl1_I_N1	Distal	73
1.52427108086421	ENSMUSG00000031870_LINE6815_Pgr_I_N1	Distal	74
1.50063152740771	ENSMUSG00000020950_LINE1045_Foxg1_D_N1	Distal	75
1.49431499925434	ENSMUSG00000050328_LINE1373_Hoxc12_D	Distal	76
1.49431499925434	NP_0323002_LINE6267_NP_0323002_I_N2	Distal	77
1.49365688562994	ENSMUSG00000028023_LINE1243_Pitx2_D	Distal	78
1.48655020314779	ENSMUSG00000009741_LINE5320_Ubp1_I_N1	Distal	79
1.48167689168301	ENSMUSG00000035277_LINE1294_Arx_D_N1	Distal	80
1.46560038782124	ENSMUSG00000024406_LINE1476_Pou5f1_D_N4	Distal	81
1.46475816301835	ENSMUSG00000024497_LINE1213_Pou4f3_D	Distal	82
1.45949617666196	ENSMUSG00000038210_LINE1310_Hoxa11_D_N2	Distal	83
1.45949617666196	ENSMUSG00000023411_LINE7050_Nfatc4_I_N1	Distal	84
1.45851317693516	ENSMUSG00000026398_LINE1611_Nr5a2_D_N1	Distal	85
1.45851317693516	ENSMUSG00000026610_LINE1613_Esrrg_D	Distal	86
1.45851317693516	ENSMUSG00000026751_LINE6719_Nr5a1_I_N5	Distal	87
1.45666583290939	ENSMUSG00000001419_LINE6419_Mef2d_I_N14	Distal	88
1.45666583290939	ENSMUSG00000079033_LINE16135_Mef2b_I_N14	Distal	89
1.45495511038996	NP_0320502_LINE10051_Foxl1_I_N3	Distal	90
1.45495511038996	ENSMUSG00000034998_LINE2828_Foxn2_I_N3	Distal	91
1.45495511038996	ENSMUSG00000040891_LINE3482_Foxa3_I_N3	Distal	92
1.45495511038996	ENSMUSG00000050397_LINE4176_Foxl2_I_N3	Distal	93
1.45495511038996	ENSMUSG00000051490_LINE4324_Foxd4_I_N3	Distal	94
1.45495511038996	ENSMUSG00000090020_LINE5210_ENSMUSG00000090020_I_N3	Distal	95
1.43430975967121	ENSMUSG00000036602_LINE1303_Alx1_D_N3	Distal	96
1.43430975967121	ENSMUSG00000039476_LINE1328_Prrx2_D_N4	Distal	97
1.43430975967121	ENSMUSG00000041730_LINE5890_Prrxl1_I_N48	Distal	98
1.43373151461644	ENSMUSG00000033713_LINE2798_Foxn3_I_N2	Distal	99
1.43373151461644	ENSMUSG00000034998_LINE2833_Foxn2_I_N2	Distal	100
1.43373151461644	ENSMUSG00000050397_LINE4200_Foxl2_I_N10	Distal	101
1.43373151461644	ENSMUSG00000090020_LINE5215_ENSMUSG00000090020_I_N2	Distal	102
1.43097708795244	ENSMUSG00000034227_LINE1061_Foxj1_D	Distal	103
1.43097708795244	NP_0011820571_LINE9832_Gm5294_I_N1	Distal	104
1.43097708795244	NP_0320502_LINE9950_Foxl1_I_N1	Distal	105
1.43097708795244	ENSMUSG00000040891_LINE3382_Foxa3_I_N1	Distal	106
1.43097708795244	ENSMUSG00000051490_LINE4212_Foxd4_I_N1	Distal	107
1.42782971460151	NP_0320502_LINE10076_Foxl1_I_N1	Distal	108
1.42782971460151	ENSMUSG00000034998_LINE2834_Foxn2_I_N1	Distal	109
1.42782971460151	ENSMUSG00000040891_LINE3507_Foxa3_I_N1	Distal	110
1.42782971460151	ENSMUSG00000050397_LINE4201_Foxl2_I_N1	Distal	111
1.42782971460151	ENSMUSG00000051490_LINE4349_Foxd4_I_N1	Distal	112
1.42782971460151	ENSMUSG00000090020_LINE5216_ENSMUSG00000090020_I_N1	Distal	113
1.42179157292457	ENSMUSG00000045179_LINE1744_Sox3_D_N1	Distal	114
1.40524915075254	ENSMUSG00000015579_LINE1178_Nkx25_D_N1	Distal	115
1.39943673410648	ENSMUSG00000074366_LINE1427_Obox5_D	Distal	116
1.39943673410648	NP_6637552_LINE1462_NP_6637552_I_N11	Distal	117
1.39852106462524	ENSMUSG00000000435_LINE112_Myf5_I_N1	Distal	118
1.39131231556081	ENSMUSG00000019230_LINE1183_Lhx9_D	Distal	119
1.38339571287797	ENSMUSG00000033080_LINE1282_Vsx1_D_N2	Distal	120
1.36583179918882	ENSMUSG00000024518_LINE1214_Rax_D	Distal	121
1.36008950271992	ENSMUSG00000027544_LINE1659_Nfatc2_I	Distal	122
1.36006151719862	ENSMUSG00000029595_LINE1256_Lhx5_D	Distal	123
1.33267814432015	ENSMUSG00000024955_LINE1609_Esrra_D_N1	Distal	124
1.33120006890166	ENSMUSG00000031870_LINE6812_Pgr_I_N1	Distal	125
1.30431461550916	ENSMUSG00000001419_LINE6416_Mef2d_I_N1	Distal	126
1.30431461550916	ENSMUSG00000079033_LINE16132_Mef2b_I_N1	Distal	127
1.30383273752886	ENSMUSG00000041309_LINE5799_Nkx62_I_N5	Distal	128
1.30291809448167	NP_0011820571_LINE9844_Gm5294_I_N1	Distal	129
1.30291809448167	NP_0320502_LINE9964_Foxl1_I_N1	Distal	130
1.30291809448167	ENSMUSG00000040891_LINE3395_Foxa3_I_N1	Distal	131
1.30291809448167	ENSMUSG00000050397_LINE4083_Foxl2_I_N1	Distal	132
1.30291809448167	ENSMUSG00000051490_LINE4227_Foxd4_I_N1	Distal	133
1.30011759237454	ENSMUSG00000021356_LINE1498_Irf4_D	Distal	134
1.2904092706892	ENSMUSG00000045518_LINE965_Onecut3_I	Distal	135
1.27516680614626	ENSMUSG00000036192_LINE1623_Rorb_D	Distal	136
1.27278011543379	ENSMUSG00000009734_LINE1475_Pou6f2_I	Distal	137
1.23995727597891	ENSMUSG00000002393_LINE1573_Nr2f6_D_N1	Distal	138
1.23995727597891	ENSMUSG00000014767_LINE1805_Tbp_D	Distal	139
1.23995727597891	ENSMUSG00000061809_LINE1806_Tbpl2_I	Distal	140
1.23015582407836	ENSMUSG00000021255_LINE1599_Esrrb_D_N3	Distal	141
1.22720724303706	ENSMUSG00000038210_LINE1309_Hoxa11_D_N1	Distal	142
1.22686808950301	NP_0320502_LINE10077_Foxl1_I_N1	Distal	143
1.22686808950301	ENSMUSG00000034998_LINE2835_Foxn2_I_N1	Distal	144
1.22686808950301	ENSMUSG00000040891_LINE3508_Foxa3_I_N1	Distal	145
1.22686808950301	ENSMUSG00000050397_LINE4202_Foxl2_I_N1	Distal	146
1.22686808950301	ENSMUSG00000051490_LINE4350_Foxd4_I_N1	Distal	147
1.22686808950301	ENSMUSG00000090020_LINE5217_ENSMUSG00000090020_I_N1	Distal	148
1.21955515788095	ENSMUSG00000050397_LINE4150_Foxl2_I_N3	Distal	149
1.21638806804673	ENSMUSG00000044538_LINE1358_Gm4830_D	Distal	150
1.21539510422788	ENSMUSG00000025229_LINE1219_Pitx3_D	Distal	151
1.21014924809122	ENSMUSG00000024206_LINE1667_Rfx2_D_N1	Distal	152
1.20711031912203	ENSMUSG00000026491_LINE29_Ahctf1_D	Distal	153
1.20520093510401	ENSMUSG00000001419_LINE6399_Mef2d_I_N1	Distal	154
1.20520093510401	ENSMUSG00000079033_LINE16115_Mef2b_I_N1	Distal	155
1.20401575720484	ENSMUSG00000021944_LINE1117_Gata4_D_N1	Distal	156
1.19818478197458	ENSMUSG00000031921_LINE1545_Terf2_D	Distal	157
1.19410417410987	ENSMUSG00000002108_LINE1571_Nr1h3_I	Distal	158
1.19410417410987	ENSMUSG00000060601_LINE1635_Nr1h2_I	Distal	159
1.1745341356656	ENSMUSG00000046711_LINE78_Hmga1_I_N1	Distal	160
1.1745341356656	ENSMUSG00000078249_LINE90_Hmga1rs1_I_N1	Distal	161
1.15308152196565	ENSMUSG00000000435_LINE114_Myf5_I_N1	Distal	162
1.14799268817874	ENSMUSG00000030557_LINE1510_Mef2a_I	Distal	163
1.14391391069868	NP_0322962_LINE6255_NP_0322962_I_N2	Distal	164
1.13956298690885	ENSMUSG00000022485_LINE1206_Hoxc5_D	Distal	165
1.13956298690885	ENSMUSG00000032318_LINE1281_Isl2_D	Distal	166
1.13956298690885	ENSMUSG00000042258_LINE1347_Isl1_I	Distal	167
1.11665492369648	ENSMUSG00000057895_LINE676_Zfp105_D	Distal	168
1.11320409478895	ENSMUSG00000043342_LINE1354_Hoxd9_D_N1	Distal	169
1.10350430508457	ENSMUSG00000024922_LINE366_Ovol1_I	Distal	170
1.10350430508457	ENSMUSG00000040953_LINE1336_ENSMUSG00000040953_I	Distal	171
1.10350430508457	ENSMUSG00000041583_LINE1343_Obox6_D	Distal	172
1.09668097468083	ENSMUSG00000000435_LINE111_Myf5_I_N1	Distal	173
1.09337764411821	ENSMUSG00000055053_LINE1700_Nfic_I	Distal	174
1.08705629614542	ENSMUSG00000024619_LINE1215_Cdx1_D	Distal	175
1.08705629614542	ENSMUSG00000031326_LINE1271_Cdx4_I	Distal	176
1.08510767493885	ENSMUSG00000043013_LINE2138_Onecut1_I_N5	Distal	177
1.08510767493885	ENSMUSG00000045991_LINE2158_Onecut2_I_N5	Distal	178
1.08319724638438	ENSMUSG00000042472_LINE500_Zfp410_D	Distal	179
1.0754116322469	ENSMUSG00000039095_LINE1322_En2_D_N2	Distal	180
1.07023504454489	ENSMUSG00000024431_LINE1607_Nr3c1_D	Distal	181
1.06246515188607	NP_0011820571_LINE9858_Gm5294_I_N1	Distal	182
1.06246515188607	NP_0320502_LINE9979_Foxl1_I_N1	Distal	183
1.06246515188607	ENSMUSG00000040891_LINE3410_Foxa3_I_N1	Distal	184
1.06246515188607	ENSMUSG00000050397_LINE4101_Foxl2_I_N1	Distal	185
1.06246515188607	ENSMUSG00000051490_LINE4248_Foxd4_I_N1	Distal	186
1.05458171121532	ENSMUSG00000053007_LINE242_9430076C15Rik_D	Distal	187
1.05248862631238	ENSMUSG00000074637_LINE1770_Sox2_D_N2	Distal	188
1.04570129997087	ENSMUSG00000038415_LINE1071_Foxq1_I	Distal	189
1.04143651068647	ENSMUSG00000033863_LINE432_Klf9_D	Distal	190
1.04143651068647	ENSMUSG00000052040_LINE1528_Klf13_I_N1	Distal	191
1.04143651068647	ENSMUSG00000035397_LINE2767_Klf16_I_N1	Distal	192
1.04114832369011	ENSMUSG00000042464_LINE1349_Hoxd4_I	Distal	193
1.04020971097221	ENSMUSG00000005917_LINE1161_Otx1_D_N2	Distal	194
1.04020971097221	ENSMUSG00000021848_LINE1198_Otx2_D	Distal	195
1.04020971097221	ENSMUSG00000041578_LINE1341_Crx_D_N1	Distal	196
1.0379977113811	ENSMUSG00000021506_LINE1195_Pitx1_D	Distal	197
1.0379977113811	ENSMUSG00000047638_LINE6853_Nr1h4_I_N1	Distal	198
1.0379977113811	ENSMUSG00000048938_LINE6860_Nr1h5_I_N1	Distal	199
1.02722109841162	NP_0320502_LINE10046_Foxl1_I_N3	Distal	200
1.02722109841162	ENSMUSG00000033713_LINE2795_Foxn3_I_N1	Distal	201
1.02722109841162	ENSMUSG00000034998_LINE2823_Foxn2_I_N3	Distal	202
1.02722109841162	ENSMUSG00000040891_LINE3477_Foxa3_I_N3	Distal	203
1.02722109841162	ENSMUSG00000050397_LINE4171_Foxl2_I_N3	Distal	204
1.02722109841162	ENSMUSG00000051490_LINE4319_Foxd4_I_N3	Distal	205
1.02722109841162	ENSMUSG00000090020_LINE5205_ENSMUSG00000090020_I_N3	Distal	206
1.02597008677661	NP_0322962_LINE6266_NP_0322962_I_N2	Distal	207
1.02597008677661	ENSMUSG00000033249_LINE1491_Hsf4_I	Distal	208
1.01628523434353	ENSMUSG00000027833_LINE1241_Shox2_D_N2	Distal	209
1.01628523434353	ENSMUSG00000027168_LINE1468_Pax6_D	Distal	210
1.01002084879541	ENSMUSG00000037674_LINE1669_Rfx7_D_N2	Distal	211
1.00996485534676	ENSMUSG00000021095_LINE1189_Gsc_D	Distal	212
0.995419638068217	ENSMUSG00000038648_LINE216_Creb3l2_D_N1	Distal	213
0.994394536331051	ENSMUSG00000026586_LINE1226_Prrx1_D	Distal	214
0.993048187477533	ENSMUSG00000067261_LINE1101_Foxd3_I	Distal	215
0.993048187477533	ENSMUSG00000070990_LINE1102_Foxe1_I	Distal	216
0.993048187477533	NP_0011820571_LINE9851_Gm5294_I_N2	Distal	217
0.993048187477533	NP_0320502_LINE9972_Foxl1_I_N2	Distal	218
0.993048187477533	ENSMUSG00000040891_LINE3403_Foxa3_I_N2	Distal	219
0.993048187477533	ENSMUSG00000050397_LINE4091_Foxl2_I_N2	Distal	220
0.993048187477533	ENSMUSG00000051490_LINE4235_Foxd4_I_N2	Distal	221
0.990609621758622	ENSMUSG00000038402_LINE1070_Foxf2_I	Distal	222
0.990609621758622	ENSMUSG00000042812_LINE1077_Foxf1a_I	Distal	223
0.990609621758622	ENSMUSG00000001911_LINE1689_Nfix_I	Distal	224
0.974263673311271	ENSMUSG00000035451_LINE1065_Foxa1_I	Distal	225
0.972414687169729	ENSMUSG00000001288_LINE1568_Rarg_D_N1	Distal	226
0.97098843891426	ENSMUSG00000000938_LINE1142_Hoxa10_D	Distal	227
0.969685401843214	ENSMUSG00000026497_LINE12141_Mixl1_I	Distal	228
0.964014410297896	ENSMUSG00000015053_LINE1112_Gata2_I	Distal	229
0.963172829748883	ENSMUSG00000078236_LINE1487_Pou3f1_D_N2	Distal	230
0.933154498544778	ENSMUSG00000038718_LINE1318_Pbx3_I	Distal	231
0.925660646843454	ENSMUSG00000022228_LINE337_Zfp187_D	Distal	232
0.924324667106168	ENSMUSG00000008496_LINE1472_Pou2f2_D_N1	Distal	233
0.923955261146383	ENSMUSG00000048904_LINE150_Neurog1_D	Distal	234
0.919307987435135	ENSMUSG00000001661_LINE1154_Hoxc6_D	Distal	235
0.913783283831611	NP_0328751_LINE15941_Pit1_I_N1	Distal	236
0.895916596488324	ENSMUSG00000000317_LINE277_Bcl6b_D	Distal	237
0.892156726328034	ENSMUSG00000001517_LINE5838_Foxm1_I_N1	Distal	238
0.890430225119077	ENSMUSG00000052414_LINE238_Atf7_D	Distal	239
0.889038896966974	ENSMUSG00000025902_LINE1717_Sox17_D_N1	Distal	240
0.889038896966974	ENSMUSG00000009097_LINE1791_Tbx1_D	Distal	241
0.889038896966974	ENSMUSG00000037477_LINE1803_Tbx10_I	Distal	242
0.886805057751343	ENSMUSG00000029646_LINE1259_Cdx2_D	Distal	243
0.884130218392273	ENSMUSG00000043969_LINE1355_Emx2_D	Distal	244
0.882940924413495	ENSMUSG00000025469_LINE1222_Msx3_D_N2	Distal	245
0.879139835126423	ENSMUSG00000020875_LINE1188_Hoxb9_I	Distal	246
0.879139835126423	NP_0322962_LINE1459_NP_0322962_I_N31	Distal	247
0.877640204138104	NP_0011820571_LINE9919_Gm5294_I_N2	Distal	248
0.877640204138104	NP_0320502_LINE10042_Foxl1_I_N2	Distal	249
0.877640204138104	ENSMUSG00000040891_LINE3473_Foxa3_I_N2	Distal	250
0.877640204138104	ENSMUSG00000050397_LINE4167_Foxl2_I_N2	Distal	251
0.877640204138104	ENSMUSG00000051490_LINE4315_Foxd4_I_N2	Distal	252
0.875326687399389	ENSMUSG00000032998_LINE1058_Foxj3_D_N1	Distal	253
0.872507420753947	ENSMUSG00000000435_LINE113_Myf5_I_N8	Distal	254
0.863280170495669	ENSMUSG00000040310_LINE1330_Alx4_D_N1	Distal	255
0.861942306447287	ENSMUSG00000020037_LINE1665_Rfx4_D	Distal	256
0.856991732524804	ENSMUSG00000026826_LINE1615_Nr4a2_D	Distal	257
0.853599840748175	ENSMUSG00000001823_LINE1159_Hoxd12_I	Distal	258
0.846453915324244	ENSMUSG00000063972_LINE1636_Nr6a1_I	Distal	259
0.845952781751258	ENSMUSG00000030256_LINE106_Bhlhe41_D	Distal	260
0.843307796352877	NP_0322962_LINE6254_NP_0322962_I_N8	Distal	261
0.84282888302437	ENSMUSG00000066772_LINE1408_Obox3_D	Distal	262
0.84282888302437	ENSMUSG00000074369_LINE1429_Gm5889_I	Distal	263
0.842641564944388	ENSMUSG00000048763_LINE1367_Hoxb3_D	Distal	264
0.842394449983403	ENSMUSG00000024927_LINE1656_Rela_D_N1	Distal	265
0.842366524922978	ENSMUSG00000017491_LINE1586_Rarb_D_N1	Distal	266
0.838660174474795	ENSMUSG00000031621_LINE1272_Isx_D	Distal	267
0.836640930463182	ENSMUSG00000021779_LINE6676_Thrb_I_N1	Distal	268
0.836640930463182	ENSMUSG00000058756_LINE6862_Thra_I_N1	Distal	269
0.827324708321017	ENSMUSG00000001517_LINE5831_Foxm1_I_N1	Distal	270
0.826756066738897	ENSMUSG00000034486_LINE1288_Gbx2_D_N2	Distal	271
0.824435464886932	ENSMUSG00000029705_LINE1260_Cux1_D	Distal	272
0.824435464886932	ENSMUSG00000002325_LINE1495_Irf9_D	Distal	273
0.819625841492217	ENSMUSG00000022346_LINE75_Myc_D	Distal	274
0.813222628650839	NP_0322962_LINE6261_NP_0322962_I_N2	Distal	275
0.81247899413079	ENSMUSG00000048540_LINE148_Nhlh2_D	Distal	276
0.81247899413079	ENSMUSG00000023034_LINE6710_Nr4a1_I_N5	Distal	277
0.809628940385112	ENSMUSG00000022484_LINE1204_Hoxc10_D_N1	Distal	278
0.806912496145195	ENSMUSG00000079277_LINE1439_Hoxd3_D_N2	Distal	279
0.806604351519221	ENSMUSG00000021362_LINE5300_Gcm2_I_N1	Distal	280
0.80520137191873	ENSMUSG00000063659_LINE743_Zfp238_I	Distal	281
0.801908000765081	NP_0322962_LINE6265_NP_0322962_I_N2	Distal	282
0.800325370568186	ENSMUSG00000041730_LINE5870_Prrxl1_I_N13	Distal	283
0.800003861144599	ENSMUSG00000035946_LINE1299_Gsx2_D	Distal	284
0.800003861144599	ENSMUSG00000024955_LINE1610_Esrra_D_N1	Distal	285
0.794614608202807	ENSMUSG00000001656_LINE1152_Hoxc11_D	Distal	286
0.794438285453874	ENSMUSG00000023994_LINE941_Nfya_I	Distal	287
0.791455738205984	ENSMUSG00000033837_LINE1060_Foxh1_I	Distal	288
0.791060887726091	ENSMUSG00000038765_LINE1320_Lmx1b_D	Distal	289
0.782376368979151	ENSMUSG00000029771_LINE1501_Irf5_D	Distal	290
0.781149792800191	ENSMUSG00000073043_LINE165_Atoh1_D_N1	Distal	291
0.781149792800191	ENSMUSG00000034701_LINE283_Neurod1_I_N1	Distal	292
0.781149792800191	ENSMUSG00000037984_LINE321_Neurod6_I_N1	Distal	293
0.781149792800191	ENSMUSG00000048015_LINE413_Neurod4_I_N1	Distal	294
0.767602760571009	ENSMUSG00000053129_LINE1384_Gsx1_I	Distal	295
0.76268024497757	ENSMUSG00000034968_LINE1292_Lbx2_D	Distal	296
0.76268024497757	ENSMUSG00000063060_LINE1759_Sox7_D	Distal	297
0.759772306533018	ENSMUSG00000042499_LINE1350_Hoxd11_D	Distal	298
0.758392351041758	ENSMUSG00000024837_LINE980_Dmrt1_I	Distal	299
0.755092368445576	ENSMUSG00000026630_LINE553_Batf3_I_N1	Distal	300
0.755092368445576	ENSMUSG00000034266_LINE573_Batf_I_N1	Distal	301
0.752530557206791	ENSMUSG00000042903_LINE1078_Foxo4_D	Distal	302
0.752241020379718	NP_0011820571_LINE9907_Gm5294_I_N1	Distal	303
0.752241020379718	NP_0320502_LINE10030_Foxl1_I_N1	Distal	304
0.752241020379718	ENSMUSG00000040891_LINE3461_Foxa3_I_N1	Distal	305
0.752241020379718	ENSMUSG00000051490_LINE4303_Foxd4_I_N1	Distal	306
0.752241020379718	ENSMUSG00000026976_LINE6948_Pax8_I_N1	Distal	307
0.752241020379718	ENSMUSG00000037034_LINE6978_Pax1_I_N1	Distal	308
0.744218106506881	NP_0011820571_LINE9891_Gm5294_I_N1	Distal	309
0.744218106506881	NP_0320502_LINE10016_Foxl1_I_N1	Distal	310
0.744218106506881	ENSMUSG00000040891_LINE3447_Foxa3_I_N1	Distal	311
0.744218106506881	ENSMUSG00000050397_LINE4138_Foxl2_I_N1	Distal	312
0.744218106506881	ENSMUSG00000051490_LINE4285_Foxd4_I_N1	Distal	313
0.739472873973245	ENSMUSG00000035041_LINE213_Creb3l3_I	Distal	314
0.739472873973245	ENSMUSG00000028466_LINE1467_Creb3_I_N1	Distal	315
0.738104197225741	ENSMUSG00000029127_LINE394_Zbtb49_I	Distal	316
0.738104197225741	ENSMUSG00000018698_LINE1181_Lhx1_D	Distal	317
0.734622407152114	ENSMUSG00000023932_LINE1532_Cdc5l_I	Distal	318
0.726749493729384	ENSMUSG00000027434_LINE1240_Nkx22_D	Distal	319
0.726749493729384	ENSMUSG00000034551_LINE1289_Hdx_D	Distal	320
0.725069261112621	ENSMUSG00000019878_LINE1489_Hsf2_I	Distal	321
0.724661581835967	ENSMUSG00000028150_LINE1616_Rorc_I	Distal	322
0.721970781173951	ENSMUSG00000001493_LINE1146_Meox1_D	Distal	323
0.706504433439443	ENSMUSG00000001510_LINE1149_Dlx3_D	Distal	324
0.69983706576393	ENSMUSG00000035187_LINE1293_Nkx61_D	Distal	325
0.69983706576393	NP_0832781_LINE6276_NP_0832781_I_N11	Distal	326
0.699070968210825	NP_0011820571_LINE9889_Gm5294_I_N1	Distal	327
0.699070968210825	NP_0320502_LINE10014_Foxl1_I_N1	Distal	328
0.699070968210825	ENSMUSG00000040891_LINE3445_Foxa3_I_N1	Distal	329
0.699070968210825	ENSMUSG00000050397_LINE4136_Foxl2_I_N1	Distal	330
0.699070968210825	ENSMUSG00000051490_LINE4283_Foxd4_I_N1	Distal	331
0.698564106064857	ENSMUSG00000015605_LINE1509_Srf_D	Distal	332
0.698079089851618	ENSMUSG00000070691_LINE7312_Runx3_I_N3	Distal	333
0.694042232626265	ENSMUSG00000029556_LINE1254_Hnf1a_D_N2	Distal	334
0.69295498008062	ENSMUSG00000032228_LINE110_Tcf12_D_N1	Distal	335
0.691448547303566	ENSMUSG00000029563_LINE1049_Foxp2_D	Distal	336
0.683257804108437	ENSMUSG00000059689_LINE696_Zfp637_D	Distal	337
0.683257804108437	NP_0320502_LINE9965_Foxl1_I_N1	Distal	338
