trait	blood_enriched	B.Fem.Sp	B.Fo.Sp	B.FrE.BM	B.GC.CB.Sp	B.GC.CC.Sp	B.mem.Sp	B.MZ.Sp	B.PB.Sp	B.PC.BM	B.PC.Sp	B.Sp	B.T1.Sp	B.T2.Sp	B.T3.Sp	B1b.PC	BEC.SLN	DC.4..Sp	DC.8..Sp	DC.pDC.Sp	Ep.MEChi.Th	FRC.CD140a..Madcam..CD35..SLN	GN.BM	GN.Sp	GN.Thio.PC	IAP.SLN	ILC2.SI	ILC3.CCR6..SI	ILC3.NKp46.CCR6..SI	ILC3.NKp46..SI	LEC.SLN	LTHSC.34..BM	LTHSC.34..BM.1	MF.102.480..PC	MF.226.II.480lo.PC	MF.Alv.Lu	MF.Fem.PC	MF.microglia.CNS	MF.PC	MF.pIC.Alv.Lu	MF.RP.Sp	MMP3.48..BM	MMP4.135..BM	Mo.6C.II..Bl	Mo.6C.II..Bl.1	NK.27.11b..BM	NK.27.11b..Sp	NK.27.11b..BM.1	NK.27.11b..Sp.1	NK.27.11b..BM.2	NK.27.11b..Sp.2	NKT.Sp	NKT.Sp.LPS.18hr	NKT.Sp.LPS.3d	NKT.Sp.LPS.3hr	preT.DN1.Th	preT.DN2a.Th	preT.DN2b.Th	preT.DN3.Th	proB.CLP.BM	proB.FrA.BM	proB.FrBC.BM	STHSC.150..BM	T.4.Nve.Fem.Sp	T.4.Nve.Sp	T.4.Sp.aCD3.CD40.18hr	T.4.Th	T.8.Nve.Sp	T.8.Th	T.DN4.Th	T.DP.Th	T.ISP.Th	T8.IEL.LCMV.d7.Gut	T8.MP.LCMV.d7.Sp	T8.Tcm.LCMV.d180.Sp	T8.TE.LCMV.d7.Sp	T8.Tem.LCMV.d180.Sp	T8.TN.P14.Sp	Tgd.g1.1.d1.24a..Th	Tgd.g1.1.d1.LN	Tgd.g2.d1.24a..Th	Tgd.g2.d1.LN	Tgd.g2.d17.24a..Th	Tgd.g2.d17.LN	Tgd.Sp	Treg.4.25hi.Sp	Treg.4.FP3..Nrplo.Co
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WC_MEN	FALSE	-1.49638441513306	-1.03189754030838	-0.828297214444287	-0.258133083691849	-0.996681386912958	-0.40889389562595	-1.64943592691306	1.45927482589392	1.17059228684888	1.82601989484903	-1.54419788559447	-0.876113074567619	0.823609959657401	1.05216383138622	-0.903923038020466	-2.54337361601414	-0.56114033896206	0.836621147785929	1.94064968799344	0.903663185182651	-2.68388614422943	3.55283371671685	1.4985886819484	2.66714716426423	0.965254297892379	-1.65876707119798	-0.727161000860528	-0.460707160972213	0.528522968128156	-0.193892877962977	-2.27165842347562	-1.18809436808775	1.43242023072434	0.545854909745351	-1.80456136924104	1.26992767002597	1.1751670358265	1.99166725263228	-0.983940959980553	-0.271842116590481	-1.37974380545743	-2.39598202158574	-2.45980768673899	-0.960281907806774	0.400971239156352	1.05738230333626	1.21547703901994	1.17988053920494	1.06351176953891	0.339500279949235	1.36506586520763	0.461373453602546	0.389137891385269	2.08175659078744	-1.60308274176903	-2.24809614022764	-0.883497158911187	0.438456589836136	-2.69993782267623	-3.39621920977032	-3.04371174685009	-0.619117859103725	-0.493921917503572	2.88098361983254	-0.023252952635786	2.83822091917161	-0.405546309409412	1.2058369338853	1.01539341306332	5.11028746291403	-0.0639258178104914	1.46601703343853	2.40421219205499	-2.24315814638372	4.10006555359919	-2.55480060602881	-0.172805790899927	-1.054786676772	-0.922184920531795	0.018836682015271	-1.22794234558183	-1.39775546193917	2.88767040892239	-0.646780423812887	0.942979988124852	3.21177348786645
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WC_WOMEN	FALSE	0.164225251813302	2.26823006762433	0.710922054571102	0.123136492348274	-0.0926602784819404	1.39858536615984	0.488732848135996	-0.243988870231428	1.01194712757858	0.36008261206962	0.797897001681766	0.938411574721712	2.2914573566378	2.57681360092195	2.0555027435233	-3.51638422697963	2.74405578537647	1.52956815737674	2.16158662411466	0.461841291273615	-2.11586000778431	1.56511624911139	1.5608978147763	2.20874744462625	3.13085133607444	1.05391566838288	1.55901881176287	1.72893830790084	3.44471646138993	-2.26039308128124	-3.06224123774491	-2.36357182730524	-1.19795450053864	0.697226378017918	-0.711360215514847	-2.88336018000311	2.1570337934888	-1.67738792866847	-0.44375031249062	1.69994552822389	-2.23559669738528	-3.71700335361192	-1.05625495571122	-0.74796071785797	1.84583431186692	2.18318589373556	1.19515374447019	1.33569363569095	2.27434034875313	2.38888567940351	1.47212458072657	1.48123623654576	1.23796633745083	1.69795658891483	-2.0429402041144	-1.83490948468642	-1.00153417019854	0.520294885266698	-2.49139050786473	-3.26969778910234	-3.5184206334731	-2.60507514942595	-0.0134815074561712	-0.716121058316466	-1.20824195159356	1.0265192421233	-1.37249065982156	0.23812757713845	0.198565747038337	1.01476354545331	-1.98913247344554	1.16694911625975	-1.03148955935293	-1.77611902573004	0.366203514900215	-1.50625904779506	-0.895946771395623	-0.754438429225402	-0.995764615744239	-0.295563672831968	-1.02598803208729	-1.16507309335819	0.957189129624693	0.287484639256467	-2.00846487172948	2.24987004565046
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WCadjBMI_MEN	FALSE	0.849670861257908	2.0671739741133	1.78959076120794	1.34351193128377	-0.0930446795581041	2.17543549342469	0.291880801172222	-0.577544071896347	-0.514381611824123	0.504185233321127	0.744212099060948	1.70173219086643	2.74342062697368	2.15168026957692	0.896348935560988	0.064463505922002	1.23687148619888	2.24839340247083	4.30171117991977	2.49835821023448	-0.0822421202545817	2.1877404562792	1.19149766487991	1.20104032720308	4.30236405820991	0.903350906973088	-0.750760869286138	-0.261168928181642	1.80588926118278	-0.335327818240095	-3.67312968565017	-2.11059643346262	1.09371001051373	0.547819422853055	0.439085353832065	0.174721775919175	3.65080755104789	1.18083535597331	1.41448248237952	2.15626096369133	-4.18165236998828	-5.45953581821125	-2.4440542158144	-2.82538536560497	0.252928627027213	1.06172319175858	-0.496184107082621	0.226067735051527	0.370771020376948	-0.0222650604218574	-1.13577726452031	-1.42409877462652	-1.140322358008	0.780776874485407	-3.27303659143481	-2.81330424651559	-1.40914106675824	-0.898808252158647	-4.11445320426915	-4.33020806708046	-0.703337839552806	-3.15421192316999	-0.717023155356769	0.643797143614894	-0.899337273155182	-0.117262257194858	-0.62700368821787	-0.429311119650433	-0.467531755881736	0.454735830543509	-1.50985611166768	1.2131172217874	0.867333328344343	-1.31445544600269	1.64410620019331	-1.88097192937013	-0.501273546183309	-1.73712288718614	-2.05539505412056	-0.509684360628391	-1.91545222274472	-0.768986017939058	0.222199319286631	-0.584701413485393	0.491828452587957	4.73631410630974
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WCadjBMI_WOMEN	FALSE	-1.81323444127831	4.20124891834518	1.99910299068457	1.37193060359436	-0.995987862181976	2.65471150023737	-1.69515743449215	-0.418440303161309	-3.35036047750218	-1.03485627787632	0.412277359397536	2.25183447842633	3.72342812663775	3.21005546408297	0.657259596945897	-1.43704858643949	3.3698531998041	1.96843667960681	-0.945763663754794	-0.92691379821035	-1.94620934534827	3.06093493766311	1.98584689750862	3.11106561774465	5.01172982714171	-0.601573837875582	-0.519863220656845	-1.1796730324296	0.77478179279001	-4.23330296860586	-3.24627736786547	-1.93211303387609	3.17199867044854	2.61162498974333	1.09695563174319	2.16200003452036	2.79135718139714	3.20859337437813	1.7519663918679	4.57261337600737	-2.19680122842714	-4.43706352594457	-0.701158108577406	-0.59535081517952	-0.56827596977996	-0.512346486009395	-0.740516874846166	-1.44524182505019	-0.276281757150699	-0.215719965688509	1.81236049685035	0.286447615760813	1.17813672195059	0.769295272442689	-3.82559836027673	-3.80895183446417	-1.03356992913484	-0.232162776365316	-4.41122427373236	-4.50916623977707	-0.139014948196435	-2.02856342376469	2.24437505345832	-0.813898737713792	0.153374959959772	0.642225541798937	-1.31659974344272	-0.591990146997733	1.02125155073925	0.645882544572132	-0.536016600398756	0.751538798187132	0.970767813696553	-1.67219967184863	3.02859836583957	-1.475169739815	-0.275451323550123	-1.97314745432046	-1.96484180695277	-1.9966886533633	-1.50111045193431	-2.32652150818796	-0.293429453583732	-0.642127944061336	-3.89380772658646	0.823518773020291
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WEIGHT_MEN	FALSE	1.87256906933751	4.0048899930901	3.74573857630044	3.52618701148765	1.01449199843785	4.70210609028263	-0.453726305436862	1.62231273731411	-0.147049239481364	0.964123987170899	0.423774139822862	3.56732387132581	4.61403299637447	4.26093984024019	1.93820808310673	-2.94456231272772	4.03829676712533	3.67719267228826	2.96537897087747	0.765132450186481	-3.57654509307621	4.30991031372038	2.47466203171163	3.20849080382867	5.38015244343123	-4.0159040408909	-1.84965459636374	-1.90207533596325	-0.589327260274121	-2.44262050889844	-2.41866387684281	-1.55530507164137	5.28186606985798	4.63312918284595	-0.566513364858829	3.37424904124699	5.7873796305534	4.91419988981209	0.797750253307489	4.79059547573671	-2.78350885286236	-4.86050610376623	-0.341195175058386	-0.780481829678376	-0.277348006970391	1.11378615762186	-0.641480061041235	-0.62970767462771	0.024680257736479	0.527017610974552	-2.8181013668955	-3.01300231893068	-2.29151456350827	-3.45450229587456	-3.53614890872373	-4.36961886264595	-1.88259835319872	-0.215602280160264	-3.15858521126223	-3.19788335949244	-2.9275564980748	-2.5160046974477	1.20448029129473	-0.679832305032497	-1.70851223725628	-0.341846348813585	-1.54601570811775	-0.878207341392141	1.10975956814529	0.641321681448355	-1.48950955932114	0.639106590062063	-0.089223596857942	-3.03312404564084	1.99746074173648	-4.71401495760835	-1.46584740562256	-2.12962024075933	-3.45883399880548	-0.759820992616844	-3.74204381408616	-2.23417763704916	-0.131443973487496	-1.63146622327563	-3.7381633768882	1.01742560794439
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WEIGHT_WOMEN	FALSE	1.74180061559254	5.06711131369759	3.58320630045271	3.87236462116276	1.53665554907381	3.99959615425948	1.63259367297106	0.971039837174186	-0.0137546591390586	0.500428635793374	2.60933361493972	2.7809885952988	5.54667252137062	5.15163149827479	3.80441486061808	-2.81830664755355	3.91377339570815	2.75394152639917	1.28530907688785	0.585316470424133	-3.76513182820301	5.42762284003992	4.18313261306629	5.1982218090376	3.5810302604079	-1.14950288197701	-2.38294984434551	-2.54290542492691	0.262678961616853	-2.35900815411091	-3.624063261799	-2.16988854899518	2.51568298594366	3.51443337269685	0.796448987889868	1.03765787126368	4.95401074860994	2.32316719199406	1.73212975486	3.64046216038202	-3.64289434607985	-4.33047897362232	-1.20336982158882	-1.27234910101204	0.162920821619949	0.577411377148771	-0.0296286334664042	-0.636349615408488	0.892635964285006	1.34366492254941	0.984917995899005	-0.205621014376392	1.60692371484499	0.797528378963238	-4.18618335807865	-3.63573078211734	-3.61087209498975	-3.19001867338361	-2.73849152608966	-3.2692170326122	-1.86472349914779	-2.56867919666846	-0.950818909318374	-2.47095271760907	-2.47622878340928	-1.07238116692221	-2.51234050832475	-2.00908728357631	-1.74850616988218	-2.53317328592508	-4.93946067053525	1.6418587274418	0.348174788813691	-1.63592666678297	2.91986927066449	-1.43723537484257	-2.44841156247449	-3.19715225588218	-3.28278995053008	-2.20136728445255	-3.23889581998315	-3.61046158011269	-1.44577593490468	-1.98422089891565	-3.74278318811006	2.81859281061821
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WHR_MEN	FALSE	-0.600556040898962	0.634801008785872	0.115790590085964	2.03792208543765	1.82846363987118	0.921857544343404	0.106394001868916	-0.344379943785328	0.389931959047016	1.28337839622059	0.321105119659263	0.288263013068365	1.69318981872902	1.53831726503406	0.732511997155715	-2.13867873702719	1.99515721050298	1.61256977366882	0.581611431425664	0.184379697438123	-2.25659361194638	2.94828640744598	1.00732898195091	0.724401963701719	2.81298496218431	-1.495861947982	-0.973364768625354	-1.13044536405318	0.361162411100491	-0.816796553954708	-3.28095937543581	-2.51671593790087	-1.87346749561321	0.46247091942505	-3.84868567046737	-2.88352530436739	1.17036266417965	-1.33771745630137	-3.18787695823583	-0.00467780232805632	-4.24675169045204	-5.48388203053347	-2.42252795072839	-2.89401779051096	1.76497547338662	1.79963746534326	1.75682908074535	1.61452900245514	2.45433493236577	1.80333296492745	2.14546535433605	1.71721532663717	2.54415442643075	2.29627272699044	-4.10967547031384	-3.79363972866388	-2.08799836825378	0.156355535693072	-4.19176279947313	-3.77707519436181	-1.33048847903116	-2.59728744350881	0.453585183118258	1.9600591453784	0.491124928031937	2.32257234931416	0.592471082615839	2.07499077637556	0.867846059210943	2.91392674080714	-0.392668845178616	3.93992117536954	3.93241071716663	0.936960715099984	4.16492848657421	0.477910562389952	0.492316004118409	-0.394106403617795	0.585496092248913	0.224825861448533	0.766144841537588	-0.446002343262654	1.24252649136771	1.00542154635616	0.320659604119422	4.27678112119536
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WHR_WOMEN	TRUE	-1.15538959676202	1.35700227480187	0.34173597056061	0.230437915296506	-0.162878005661595	0.811203189471144	-2.03372602414072	0.990530292279678	0.966537498215339	0.283248823408636	-0.197402445014387	0.544302891067058	2.79793188578969	1.51510931171789	0.804432250696208	0.648885008787725	1.79667176394463	1.39158233923396	-0.458940168894975	1.15798653815989	0.437309248331048	0.984376806475247	0.441083247686769	1.18843167426305	3.51211791556836	-0.573090179016635	1.67537211021578	1.32195796299467	2.2271097475278	0.722200573386923	-1.84845595915954	0.28201882272568	1.53450007626594	1.23077294675116	0.237088629128753	0.467546649717968	2.32451034394873	1.58944390212379	1.18361433402293	1.84508652288159	-1.30147054824806	-2.90147320468863	-1.94333688145796	-0.515766842448991	0.0266156082806694	0.956013128302867	0.530454692591414	0.741262437317778	1.02126301870797	0.322788756419943	-0.944658279062354	-1.74300275262795	-1.59784075839319	-0.960251682186557	-2.33436753543261	-2.67400786776407	-1.59847986532438	-0.179998232556767	-3.19494975570929	-4.0984548670294	-2.57655463150378	-0.873176075267525	-0.614851087850951	0.719648594161696	-2.26218079128338	0.977594772423642	-1.55420367374182	-1.0135563484648	-0.234009236202415	2.38137651703195	-1.0297189844658	1.0125334045165	0.0993828297062594	-1.12590952982039	1.34796543056954	-1.40272366500582	-1.24205711980394	-1.8088126478661	-2.12842982231932	-1.2234173084056	-2.86878645822509	-1.26540567731818	1.81419900035596	-1.82114253379917	-1.38408963058441	3.52611372652326
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WHRadjBMI_MEN	TRUE	-0.775343129689478	0.721675561342532	1.56099850059228	3.23690200264934	2.18751714004227	1.95666154953429	-0.861676064608147	0.895030096721991	-0.121363763690254	0.683467130189407	-0.129799980972849	0.98487959028599	1.35864879083698	1.43883524302438	1.09613716235507	-1.34995013784551	0.924979172762804	2.00230602878527	0.359733995883236	0.187633257216496	-1.59537335424239	2.52501796237589	-0.262163161265409	-0.901160605968315	2.23804972658734	-0.793194041212439	-2.74034390031608	-1.97432068198282	-0.033933722844959	1.79565823034289	-1.54595612671236	-1.36561567377005	-0.0889630219584056	0.916324417630707	-1.44305234747667	-1.31390411936743	2.02307561158601	0.232653809998829	-1.17761856210839	1.778441098633	-3.85322420600768	-4.71911130004614	-2.01421365008143	-3.66970467326035	-1.43463734768913	-0.893018241128961	-0.797030586377474	-0.32228304587351	-0.193725783191618	-0.186804533943271	1.73867009230431	1.54340276687202	1.1686223735295	2.78121277534882	-4.16709321835083	-3.16925452967316	-0.300408599388636	1.06467658019806	-4.05156410084801	-5.09327918877278	-1.73026201403732	-3.01233335298184	0.858251382841225	1.68701990103231	0.255034342748746	2.35868129578422	0.60727297264412	1.69994218459106	0.722305672081109	2.12946702163092	-0.65552854187117	1.68879465219846	1.6072896560113	-1.11574888739148	1.95822138876485	-0.941943329512348	0.856820838855508	-0.256303290538105	0.0577870484842617	-0.0442831270499818	0.53423881159469	0.4940925600745	1.99929597303078	0.774493119662548	1.15882625504753	2.27524777602414
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WHRadjBMI_WOMEN	FALSE	0.251143409559893	2.02194148704458	1.13441135515215	1.18102189794695	0.709333231206455	1.6316915674058	-2.96635193492097	1.0629144283508	0.68544633373042	1.12632057827487	-0.247791776886435	0.705339041738057	2.43274956326003	2.94346350816294	1.29298944923669	0.147518433080637	1.5443171518742	1.53535219543895	1.47002866661765	0.448894121617379	0.224669813115015	3.03668129576162	2.2861424511642	4.00490779510398	4.68802367015968	0.488265509950199	0.166303843766826	0.337560683572997	2.11328081937688	-0.424846023346553	-2.5294958106573	-0.488003582137952	3.49829908031648	3.04903933086002	0.625409322847949	2.4403111130734	2.12830048927508	3.79892497853649	1.8639337512136	2.59271466631269	-2.66535216945546	-4.49074705783661	-0.317024151886801	1.51376828871298	0.272139070321622	0.778663972363691	0.741983230008222	0.492731660582574	0.904535508720662	0.451761103211818	-0.723705189430443	-1.57204533394343	-1.46281486098986	-0.977589273177582	-4.46089314134064	-3.59857392767057	-2.0984848546117	-1.72351996041859	-5.75494954540949	-5.90772528242326	-1.38987838256551	-2.08223853683427	-1.6364312496822	-1.55121437368275	-1.47413338425583	-0.355086549613304	-3.89667950753819	-2.3888504623363	-1.51212358473676	0.985733684002172	-1.88459618807993	2.03548808921246	1.55530344190054	-2.06383436743316	3.79431062317954	-2.22017683260776	-2.85356573837175	-3.38281363714935	-3.03747585496947	-2.19071738590398	-3.79468034933852	-3.03922710658375	1.44705888010973	-2.63542079158039	-2.96580792632687	3.75232683970619
EUR.GIANT_WHRadjBMI_Heid2010_publicrelease_HapMapCeuFreq_eqtl	FALSE	-0.202611249116041	1.67632746523293	1.45087741066559	-0.655545382394316	-1.1507059926914	1.48578027499439	-1.09407022626064	-0.862790617604226	-1.83868905591398	-2.19589412232735	-0.0371975609103479	0.626458251355562	3.26645636023496	2.51376074425062	0.830866854854039	-0.11018228603559	2.26927117150237	2.88130694151696	1.34656648559439	1.25493010501712	-1.28965701291453	1.0273435548283	-0.327945373262874	0.951791090596324	4.06636640012675	0.240825527966342	0.608624753724365	0.503105021257941	1.93002776852665	0.215919876572013	-2.32010807594068	-1.11368711635319	1.31379012867158	1.52103828185428	-0.44222699285532	-0.0441155038731905	3.15701064724225	1.07722529345475	-0.0535153987861262	1.80960985356909	-2.9487600257522	-4.72219474298179	-1.31803800076748	-1.24136000882473	0.816234835420264	1.72699240680307	0.962025583168884	1.0422424424279	1.81486956611141	1.52687628153231	2.20219533996452	-0.86680074616752	0.794560196890577	0.412523945859752	-3.13034205977505	-2.77437259922747	-2.43929058899029	-0.744419579543115	-4.12118875272546	-5.33782148454944	-3.23032288036273	-2.32215978618555	1.30878505624498	1.02467859948483	-2.21801670732644	0.46804979345645	-0.0427942377638853	0.410932260620447	-1.78864976321168	1.92539252068733	-1.7972974872581	1.97198660960791	0.300532376643268	0.103677396529757	1.36876471461858	-0.0974641201757825	-0.787725082554214	-2.42664099912796	-1.31664344169325	-1.31424834585596	-1.0403981123605	-1.6103534919729	2.64415325509475	0.640070253815933	-1.07739651499835	4.37943290592242
EUR.GIANT_Yang2012Nature_publicrelease_HapMapCeuFreq_BMI_vqtl	FALSE	2.61249970241436	-1.16973589505059	-1.3353432389417	0.419765886140514	1.13881131593391	-0.291265823499112	0.962951584158016	0.990186123860684	2.86050622717733	0.84816927941124	0.0981835872340299	-0.708053688581981	0.46090081075883	0.190366516973824	5.53212004964917	0.330087941289005	-1.69548811646515	-0.0406004561254515	0.848261006018752	-0.51062570180596	0.948257450662097	-1.72162545624365	-2.79191909196582	-3.7692951940157	0.52160136139741	-0.0986427997112072	-0.510205647351577	0.240805141296047	0.828252369553069	3.26400893184906	0.162399665943234	0.54687459246313	-2.18220803197058	-0.764339991977658	-2.40276534793037	-3.68993350201512	-0.385465315195768	-3.01925418411278	-2.24333906228396	-0.957175563316741	-0.868568090919137	-2.4791798701649	-4.34011451426396	-1.10746029961328	0.0745388589860144	0.515422884610772	0.953113874405844	2.16182758188897	0.772899479066965	-0.0524822161094617	1.09975023413247	-2.07212304034582	-0.200953111958629	-1.64271863860563	-1.62362871237617	0.798622365702274	1.78429222604528	2.52790765726922	-2.56797107432244	-4.68975269433636	-1.9506424554217	-1.9157146658285	0.47689718646991	3.55900826799804	-0.431830621695574	2.96943112493067	0.266292961996886	1.54925566934877	1.0503937073827	7.42638515643017	2.54783476920259	0.947422190009668	1.15373864885546	1.14594501040444	1.11264476394614	1.14095935739967	-0.0996624035519925	-1.91223477109733	0.585265545944682	1.74986548942246	-0.633797503982816	1.54430190182442	3.39238812412401	-0.192633751517917	1.48464967343916	0.961934931641753
EUR.GIANT_Yang2012Nature_publicrelease_HapMapCeuFreq_Height_vqtl	FALSE	-0.179669739827955	-3.02342866040226	-3.74258650436249	-1.18476343074608	-0.620417112554448	-1.70584128308063	-0.676596594262647	-2.18663804665046	-0.612149660844895	-1.03428472748494	-2.413617356388	-2.08286574493712	-2.44385542428576	-1.77215081649219	-1.16977545946328	-0.288090664430165	-1.89489221825729	1.5208462515068	-1.3568718525795	-0.296267982934288	0.406149769962403	-7.15762616248901	-7.19545837300567	-8.06623863104225	-1.32793107251099	1.87773359506997	3.03930104553537	4.37873468674668	5.61048045901413	0.313432265710449	0.489397758935032	0.128052540356036	-0.533315120708483	2.88517693533612	0.256486040622064	-2.53545108169523	0.693761272163395	-0.915544816469244	-0.270187797474906	-0.0682505940321813	-3.41657042199865	-2.22418744963819	-1.959930287856	-0.146417576120959	0.7605764432759	0.814112942873597	0.233004534588648	1.75005600688368	0.242778434348586	0.109042336827897	4.45577810749051	3.42676781980641	3.59716095758671	3.16752361978991	-0.471930807622316	0.917230064626132	0.168645516339468	1.64070455671014	-1.95649469245749	-3.46007972380588	-2.88711292619818	-2.18623014752216	2.60318816299285	3.71899406960133	1.02454348816933	3.58041172685651	3.16248043565644	5.16441367490255	-0.497287877128646	3.93223102043173	0.825701082931862	0.0953530903247713	1.60613267739177	1.44147473614283	1.36751391460885	1.1621852918871	2.78027078718458	-0.606459183426439	2.91977355015768	-1.21684431795075	2.03638736968439	0.326088724567472	4.07134707969505	3.37056806369124	2.95384605520294	0.466331339168258
EUR.GLGC2013.HDL	TRUE	-0.181079972139084	2.66071191218358	2.43043707696785	3.30402006688743	-0.392858319595667	2.27615265452447	-3.15712069993409	-0.253743514165212	-4.31129502609754	-0.881817392818944	-0.682846106005345	0.963375119340584	3.34215883417697	3.42475740106933	0.267943187966496	-2.73385457461265	3.62916392930245	3.51386345480249	1.57675448052328	-0.946703829716161	-2.97981702956476	7.07723262410542	5.73058221807965	7.79460019510928	4.92495344621072	-1.31255977055667	-1.08745754081773	-1.60110269083277	0.896006826631547	-4.15206347517032	-4.38896231822501	-2.37973660058224	4.43418046603713	3.54409803738629	2.05988347396374	3.33653474573959	5.18061086339711	4.51078762632782	3.68776631201095	3.78556906322936	-4.55417977762236	-5.49655841772358	0.120891038177563	-2.41643484757821	0.0857255136611545	0.492209241936741	-0.0861345648125643	-0.887545798305743	1.04079978183663	1.44000342720704	1.62150389508028	0.654427515951228	0.987608110620703	1.89882630373248	-6.79182750999652	-7.20574470224906	-3.94660200898224	-2.38816067331076	-4.2453498472198	-4.71540667467954	-1.79674719370456	-3.00672484423844	1.44696069446337	-4.10483415715084	-0.963214545660965	-3.06807041220668	-1.54030254377616	-3.3841566911913	-1.25155350429438	-1.85287028973228	-3.32563852067991	2.69812921113639	1.79824552123617	-1.15606614900396	3.03880896016447	-1.37145896205323	-1.5244127677612	-3.1585227064877	-2.47853200358007	-1.41505522663534	-2.00874863051721	-3.13197463110795	0.169011214406572	-0.206331537422416	-4.5280611218423	3.70727561181857
EUR.GLGC2013.LDL	TRUE	-0.026185632555158	5.19631616545586	2.28058157171335	2.92023508166219	1.337876466691	3.56337180399693	-0.261475203309947	2.00573481958173	-2.92184313114779	0.516318592941035	1.33476270476577	3.77716597330464	4.16541716300167	3.39486850593304	2.04895499817583	-0.487509674406349	6.38611555568703	6.36230265532624	-0.0342556802337989	3.90963268793667	-3.65154956154067	7.20139562185464	6.80457394297317	7.82175601415784	5.62858038934192	-2.47390029654129	-2.28471781387499	-2.93750934706519	-0.886299519059382	-3.79249660379328	-4.33398163263922	-1.09759907664638	5.01599603039862	3.088245284431	2.35237257512965	2.99070365551567	6.89916724810492	4.47370010590418	3.09570440988161	6.45671821947517	-1.52140588420574	-4.29924519843705	2.51661832510258	0.583988105975497	-2.1889678539176	-1.2349877747675	-2.29938101159534	-3.16546443239741	-1.55152580814207	-0.866590026489111	-2.5263403413889	-2.03812514110678	-2.89644431238248	-2.67531261536888	-4.11840462127543	-4.69849099390933	-3.06342184735589	-2.57384386877669	-2.49919678194838	-3.68277881982996	-0.812340874470985	-0.773170879668163	1.26828016955998	-3.1769913126458	-1.60576589010291	-2.8567271619099	-3.26051469519254	-2.59640749511323	-1.48452416420325	-3.15810361591233	-3.08654839509056	0.621273449280376	-2.05885381625437	-3.59687931167936	-0.210343521326291	-4.00403937859969	-1.97056466879968	-3.89893244316105	-4.83084201901207	-2.39993345771652	-3.95668521775102	-3.01782849672078	-2.24608548373807	-0.980799914910126	-5.89522808576734	0.566594043918649
EUR.GLGC2013.TC	TRUE	1.70624362989338	8.22923050760118	5.34975381520216	6.97950357052744	3.71421240603431	7.67486161956709	0.332474280471454	1.08583390881161	-4.73272296781117	0.219208060145081	4.33184003168939	6.55110001870753	7.27549126910476	7.45819097720641	3.58406641077431	-1.27479725869546	8.91163163001401	7.86909634486493	0.229189612230183	2.17377884889631	-4.50862267374884	11.4187454569162	11.3003067334483	12.3144527624835	8.88249861472932	-1.6554868524476	-3.38457473395478	-4.77688226832769	-1.12241826800114	-8.88563427469876	-5.73282918532131	-2.02475008903128	7.8172388677012	5.54137809709578	3.01967726751115	6.14104148811731	9.08348221892542	7.51554951537914	4.64222103519678	8.89049279552446	-3.39221744179254	-5.68396286702418	2.94018088185845	-1.11081660477637	-1.93331926546089	-1.06120365188791	-3.11039697944373	-4.6088531611687	-2.15587086517309	-0.418555697088447	-3.11005923577113	-1.53603614910201	-2.21975672826178	-1.46757199252317	-7.09942184263127	-7.89140325241698	-7.6195526338885	-5.39409670338199	-4.80542605553528	-4.50992972510102	-0.30942043768716	-1.99242825002769	0.939449293956111	-7.16855423957865	-2.20713641176442	-4.3883004051672	-7.18464914626891	-5.50174939880371	-3.83646992186064	-6.82832437604639	-5.83651479482911	0.861159037820305	-1.6881805293506	-5.91368635789419	2.12991370946788	-7.24517344163891	-5.62473324400064	-3.88013367208237	-8.12128387260232	-3.94525798108959	-6.36318196761658	-5.12213175287555	-5.09429789313685	-3.84516541750605	-7.77100708196071	2.34610049617229
