Unexplained	Promoter	Distal	gene	rank
0	0	100	2700097O09Rik	224
0	0	100	2700099C18Rik	225
0	0	100	2810001G20Rik	226
0	0	100	2810002D19Rik	227
0	0	100	2810004N23Rik	228
0	0	100	2810006K23Rik	229
0	0	100	2810013P06Rik	230
0	0	100	2810021J22Rik	231
0	0	100	2810025M15Rik	232
0	0	100	2810029C07Rik	233
0	0	100	2810032G03Rik	234
0	0	100	2810047C21Rik1	235
0	0	100	2810403A07Rik	236
0	0	100	2810403D21Rik	237
0	0	100	2810408A11Rik	238
0	0	100	2810408I11Rik	239
0	0	100	2810410L24Rik	240
0	0	100	2810417H13Rik	241
0	0	100	2810428I15Rik	242
0	0	100	2810454H06Rik	243
0	0	100	2810459M11Rik	244
0	0	100	2810468N07Rik	245
0	0	100	2810474O19Rik	246
0	0	100	2900005J15Rik	247
0	0	100	2900011O08Rik	248
0	0	100	2900026A02Rik	249
0	0	100	2900041M22Rik	250
0	0	100	2900052N01Rik	251
0	0	100	2900060B14Rik	252
0	0	100	2900076A07Rik	253
0	0	100	2900079G21Rik	254
0	0	100	2900097C17Rik	255
0	0	100	3000002C10Rik	256
0	0	100	3010026O09Rik	257
0	0	100	3110002H16Rik	258
0	0	100	3110009E18Rik	259
0	0	100	3110021A11Rik	260
0	0	100	3110035E14Rik	261
0	0	100	3110039I08Rik	262
0	0	100	3110040N11Rik	263
0	0	100	3110043O21Rik	264
0	0	100	3110045C21Rik	265
0	0	100	3110056K07Rik	266
0	0	100	3110062M04Rik	267
0	0	100	3110082I17Rik	268
0	0	100	3200001D21Rik	269
0	0	100	3300005D01Rik	270
0	0	100	3425401B19Rik	271
0	0	100	3632451O06Rik	272
0	0	100	3632454L22Rik	273
0	0	100	3830403N18Rik	274
0	0	100	3830406C13Rik	275
0	0	100	3830408C21Rik	276
0	0	100	4430402I18Rik	277
0	0	100	4632404H12Rik	278
0	0	100	4632415L05Rik	279
0	0	100	4632427E13Rik	280
0	0	100	4632428C04Rik	281
0	0	100	4732471J01Rik	282
0	0	100	4732491K20Rik	283
0	0	100	4831440E17Rik	284
0	0	100	4833411C07Rik	285
0	0	100	4833412C05Rik	286
0	0	100	4833417C18Rik	287
0	0	100	4833418N02Rik	288
0	0	100	4833419F23Rik	289
0	0	100	4833420G17Rik	290
0	0	100	4833422C13Rik	291
0	0	100	4833439L19Rik	292
0	0	100	4921501E09Rik	293
0	0	100	4921507P07Rik	294
0	0	100	4921511C10Rik	295
0	0	100	4921511I17Rik	296
0	0	100	4921517D22Rik	297
0	0	100	4921524J17Rik	298
0	0	100	4921525O09Rik	299
0	0	100	4921531C22Rik	300
0	0	100	4922502D21Rik	301
0	0	100	4930402H24Rik	302
0	0	100	4930404I05Rik	303
0	0	100	4930404N11Rik	304
0	0	100	4930405O22Rik	305
0	0	100	4930412O13Rik	306
0	0	100	4930417O13Rik	307
0	0	100	4930426D05Rik	308
0	0	100	4930426L09Rik	309
0	0	100	4930427A07Rik	310
0	0	100	4930428O21Rik	311
0	0	100	4930429B21Rik	312
0	0	100	4930430F08Rik	313
0	0	100	4930431P03Rik	314
0	0	100	4930432J09Rik	315
0	0	100	4930432K21Rik	316
0	0	100	4930447C04Rik	317
0	0	100	4930447F24Rik	318
0	0	100	4930447M23Rik	319
0	0	100	4930451G09Rik	320
0	0	100	4930452B06Rik	321
0	0	100	4930453N24Rik	322
0	0	100	4930455G09Rik	323
0	0	100	4930463O16Rik	324
0	0	100	4930478L05Rik	325
0	0	100	4930480K15Rik	326
0	0	100	4930480K23Rik	327
0	0	100	4930481A15Rik	328
0	0	100	4930486L24Rik	329
0	0	100	4930503L19Rik	330
0	0	100	4930507D05Rik	331
0	0	100	4930509E16Rik	332
0	0	100	4930511E03Rik	333
0	0	100	4930513N10Rik	334
0	0	100	4930515G01Rik	335
0	0	100	4930520O04Rik	336
0	0	100	4930523C07Rik	337
0	0	100	4930525G20Rik	338
0	0	100	4930526I15Rik	339
0	0	100	4930539E08Rik	340
0	0	100	4930544D05Rik	341
0	0	100	4930549C15Rik	342
0	0	100	4930550C14Rik	343
0	0	100	4930552P12Rik	344
0	0	100	4930556M19Rik	345
0	0	100	4930558J18Rik	346
0	0	100	4930563E22Rik	347
0	0	100	4930565N06Rik	348
0	0	100	4930577N17Rik	349
0	0	100	4930578C19Rik	350
0	0	100	4930579G18Rik	351
0	0	100	4930579G24Rik	352
0	0	100	4930579K19Rik	353
0	0	100	4930579P08Rik	354
0	0	100	4930581F22Rik	355
0	0	100	4930594C11Rik	356
0	0	100	4930599N23Rik	357
0	0	100	4931406C07Rik	358
0	0	100	4931406H21Rik	359
0	0	100	4931406P16Rik	360
0	0	100	4931408D14Rik	361
0	0	100	4931414P19Rik	362
0	0	100	4931428F04Rik	363
0	0	100	4931431C16Rik	364
0	0	100	4931431F19Rik	365
0	0	100	4931440F15Rik	366
0	0	100	4931440P22Rik	367
0	0	100	4932416H05Rik	368
0	0	100	4932438A13Rik	369
0	0	100	4932438H23Rik	370
0	0	100	4933400F21Rik	371
0	0	100	4933404K13Rik	372
0	0	100	4933404O12Rik	373
0	0	100	4933406C10Rik	374
0	0	100	4933406F09Rik	375
0	0	100	4933406M09Rik	376
0	0	100	4933407K13Rik	377
0	0	100	4933408B17Rik	378
0	0	100	4933409K07Rik	379
0	0	100	4933412E12Rik	380
0	0	100	4933413J09Rik	381
0	0	100	4933417E11Rik	382
0	0	100	4933417O13Rik	383
0	0	100	4933421O10Rik	384
0	0	100	4933427D14Rik	385
0	0	100	4933428G20Rik	386
0	0	100	4933430I17Rik	387
0	0	100	4933431E20Rik	388
0	0	100	4933431G14Rik	389
0	0	100	4933432I03Rik	390
0	0	100	4933434E20Rik	391
0	0	100	4933438K21Rik	392
0	0	100	4933439C10Rik	393
0	0	100	4933439K11Rik	394
0	0	100	4933440M02Rik	395
0	0	100	5031425E22Rik	396
0	0	100	5031425F14Rik	397
0	0	100	5031426D15Rik	398
0	0	100	5031434O11Rik	399
0	0	100	5031439G07Rik	400
0	0	100	5033406O09Rik	401
0	0	100	5033428I22Rik	402
0	0	100	5430402O13Rik	403
0	0	100	5430405H02Rik	404
0	0	100	5430416N02Rik	405
0	0	100	5430416O09Rik	406
0	0	100	5430425K12Rik	407
0	0	100	5430427O19Rik	408
0	0	100	5430431A17Rik	409
0	0	100	5430437J10Rik	410
0	0	100	5530601H04Rik	411
0	0	100	5730405O15Rik	412
0	0	100	5730408K05Rik	413
0	0	100	5730409E04Rik	414
0	0	100	5730420D15Rik	415
0	0	100	5730455P16Rik	416
0	0	100	5730460C07Rik	417
0	0	100	5730480H06Rik	418
0	0	100	5730488B01Rik	419
0	0	100	5730507C01Rik	420
0	0	100	5730508B09Rik	421
0	0	100	5730559C18Rik	422
0	0	100	5830411N06Rik	423
0	0	100	5830416I19Rik	424
0	0	100	5830417I10Rik	425
0	0	100	5830418P13Rik	426
0	0	100	5830428M24Rik	427
0	0	100	5830432E09Rik	428
0	0	100	5830444B04Rik	429
0	0	100	5830454E08Rik	430
0	0	100	5930403L14Rik	431
0	0	100	5930412G12Rik	432
0	0	100	5930430L01Rik	433
0	0	100	6030408B16Rik	434
0	0	100	6030443J06Rik	435
0	0	100	6030458C11Rik	436
0	0	100	6030468B19Rik	437
0	0	100	6030498E09Rik	438
0	0	100	6230400D17Rik	439
0	0	100	6330403K07Rik	440
0	0	100	6330407A03Rik	441
0	0	100	6330408A02Rik	442
0	0	100	6330415B21Rik	443
0	0	100	6330415G19Rik	444
0	0	100	6330418K02Rik	445
0	0	100	6330549D23Rik	446
0	0	100	6430531B16Rik	447
0	0	100	6430548M08Rik	448
0	0	100	6430550D23Rik	449
0	0	100	6430562O15Rik	450
0	0	100	6430571L13Rik	451
0	0	100	6430573F11Rik	452
0	0	100	6430584L05Rik	453
0	0	100	6530402F18Rik	454
0	0	100	6720468P15Rik	455
0	0	100	6720489N17Rik	456
0	0	100	6820408C15Rik	457
0	0	100	6820431F20Rik	458
0	0	100	8030462N17Rik	459
0	0	100	8430408G22Rik	460
0	0	100	8430423G03Rik	461
0	0	100	8430426J06Rik	462
0	0	100	8430429K09Rik	463
0	0	100	8430430B14Rik	464
0	0	100	8430431K14Rik	465
0	0	100	9030025P20Rik	466
0	0	100	9030404E10Rik	467
0	0	100	9030617O03Rik	468
0	0	100	9030619P08Rik	469
0	0	100	9030624G23Rik	470
0	0	100	9030624J02Rik	471
0	0	100	9130008F23Rik	472
0	0	100	9130011E15Rik	473
0	0	100	9130019O22Rik	474
0	0	100	9130023H24Rik	475
0	0	100	9130221H12Rik	476
0	0	100	9130230L23Rik	477
0	0	100	9130401M01Rik	478
0	0	100	9230105E05Rik	479
0	0	100	9230110C19Rik	480
0	0	100	9230112J17Rik	481
0	0	100	9230114K14Rik	482
0	0	100	9230116N13Rik	483
0	0	100	9330020H09Rik	484
0	0	100	9330133O14Rik	485
0	0	100	9330136K24Rik	486
0	0	100	9330151L19Rik	487
0	0	100	9330159F19Rik	488
0	0	100	9330159M07Rik	489
0	0	100	9330175E14Rik	490
0	0	100	9330179D12Rik	491
0	0	100	9330182L06Rik	492
0	0	100	9430015G10Rik	493
0	0	100	9430016H08Rik	494
0	0	100	9430018G01Rik	495
0	0	100	9430020K01Rik	496
0	0	100	9430037G07Rik	497
0	0	100	9430038I01Rik	498
0	0	100	9430060I03Rik	499
0	0	100	9430065F17Rik	500
0	0	100	9430083A17Rik	501
0	0	100	9430091E24Rik	502
0	0	100	9530026P05Rik	503
0	0	100	9530052E02Rik	504
0	0	100	9530053A07Rik	505
0	0	100	9530059O14Rik	506
0	0	100	9530062K07Rik	507
0	0	100	9530068E07Rik	508
0	0	100	9530077C05Rik	509
0	0	100	9530082P21Rik	510
0	0	100	9530091C08Rik	511
0	0	100	9630001P10Rik	512
0	0	100	9630028I04Rik	513
0	0	100	9830107B12Rik	514
0	0	100	9830166K06Rik	515
0	0	100	9930012K11Rik	516
0	0	100	9930014A18Rik	517
0	0	100	9930021J03Rik	518
0	0	100	9930104L06Rik	519
0	0	100	9930111J21Rik1	520
0	0	100	9930111J21Rik2	521
0	0	100	A130010J15Rik	522
0	0	100	A230046K03Rik	523
0	0	100	A230050P20Rik	524
0	0	100	A230056J06Rik	525
0	0	100	A230056P14Rik	526
0	0	100	A230065H16Rik	527
0	0	100	A230072C01Rik	528
0	0	100	A230072E10Rik	529
0	0	100	A2m	530
0	0	100	A330008L17Rik	531
0	0	100	A330023F24Rik	532
0	0	100	A330035P11Rik	533
0	0	100	A330040F15Rik	534
0	0	100	A330069E16Rik	535
0	0	100	A3galt2	536
0	0	100	A430005L14Rik	537
0	0	100	A430033K04Rik	538
0	0	100	A430035B10Rik	539
0	0	100	A430046D13Rik	540
0	0	100	A430078G23Rik	541
0	0	100	A430078I02Rik	542
0	0	100	A430088P11Rik	543
0	0	100	A430090L17Rik	544
0	0	100	A430093F15Rik	545
0	0	100	A430105I19Rik	546
0	0	100	A4galt	547
0	0	100	A530013C23Rik	548
0	0	100	A530016L24Rik	549
0	0	100	A530032D15Rik	550
0	0	100	A530064D06Rik	551
0	0	100	A530072M11Rik	552
0	0	100	A530088E08Rik	553
0	0	100	A530099J19Rik	554
0	0	100	A630001G21Rik	555
0	0	100	A630020A06	556
0	0	100	A630023P12Rik	557
0	0	100	A630033H20Rik	558
0	0	100	A630066F11Rik	559
0	0	100	A630072M18Rik	560
0	0	100	A630089N07Rik	561
0	0	100	A730017C20Rik	562
0	0	100	A730017L22Rik	563
0	0	100	A730020E08Rik	564
0	0	100	A730020M07Rik	565
0	0	100	A830010M20Rik	566
0	0	100	A830018L16Rik	567
0	0	100	A830080D01Rik	568
0	0	100	A830082K12Rik	569
0	0	100	A830082N09Rik	570
0	0	100	A930001A20Rik	571
0	0	100	A930002C04Rik	572
0	0	100	A930003A15Rik	573
0	0	100	A930004D18Rik	574
0	0	100	A930005H10Rik	575
0	0	100	A930006K02Rik	576
0	0	100	A930007I19Rik	577
0	0	100	A930013F10Rik	578
0	0	100	A930015D03Rik	579
0	0	100	A930016O22Rik	580
0	0	100	A930017M01Rik	581
0	0	100	A930019D19Rik	582
0	0	100	A930024E05Rik	583
0	0	100	AA388235	584
0	0	100	AA414768	585
0	0	100	AA415398	586
0	0	100	AA467197	587
0	0	100	AA543186	588
0	0	100	AA986860	589
0	0	100	AB124611	590
0	0	100	AF067061	591
0	0	100	AF529169	592
0	0	100	AI182371	593
0	0	100	AI314180	594
0	0	100	AI413582	595
0	0	100	AI427809	596
0	0	100	AI429214	597
0	0	100	AI450353	598
0	0	100	AI464131	599
0	0	100	AI467606	600
0	0	100	AI504432	601
0	0	100	AI506816	602
0	0	100	AI593442	603
0	0	100	AI597479	604
0	0	100	AI661453	605
0	0	100	AI662270	606
0	0	100	AI837181	607
0	0	100	AI839979	608
0	0	100	AI846148	609
0	0	100	AI847159	610
0	0	100	AI854703	611
0	0	100	AI987944	612
0	0	100	AK010878	613
0	0	100	AU015228	614
0	0	100	AU015791	615
0	0	100	AU019823	616
0	0	100	AU019990	617
0	0	100	AU021092	618
0	0	100	AU022252	619
0	0	100	AU022793	620
0	0	100	AU040320	621
0	0	100	AU041133	622
0	0	100	AW011738	623
0	0	100	AW046200	624
0	0	100	AW112010	625
0	0	100	AW146154	626
0	0	100	AW209491	627
0	0	100	AW549877	628
0	0	100	AW551984	629
0	0	100	AW554918	630
0	0	100	AY512915	631
0	0	100	AY702103	632
0	0	100	Aaas	633
0	0	100	Aacs	634
0	0	100	Aadac	635
0	0	100	Aaed1	636
0	0	100	Aagab	637
0	0	100	Aak1	638
0	0	100	Aamdc	639
0	0	100	Aamp	640
0	0	100	Aar2	641
0	0	100	Aars	642
0	0	100	Aars2	643
0	0	100	Aarsd1	644
0	0	100	Aasdh	645
0	0	100	Aasdhppt	646
0	0	100	Aass	647
0	0	100	Aatf	648
0	0	100	Aatk	649
0	0	100	Abat	650
0	0	100	Abca1	651
0	0	100	Abca13	652
0	0	100	Abca2	653
0	0	100	Abca3	654
0	0	100	Abca4	655
0	0	100	Abca5	656
0	0	100	Abca6	657
0	0	100	Abca7	658
0	0	100	Abca8a	659
0	0	100	Abca8b	660
0	0	100	Abca9	661
0	0	100	Abcb10	662
0	0	100	Abcb11	663
0	0	100	Abcb1a	664
0	0	100	Abcb1b	665
0	0	100	Abcb4	666
0	0	100	Abcb6	667
0	0	100	Abcb7	668
0	0	100	Abcb8	669
0	0	100	Abcb9	670
0	0	100	Abcc1	671
0	0	100	Abcc10	672
0	0	100	Abcc2	673
0	0	100	Abcc3	674
0	0	100	Abcc4	675
0	0	100	Abcc5	676
0	0	100	Abcc6	677
0	0	100	Abcc8	678
0	0	100	Abcc9	679
0	0	100	Abcd1	680
0	0	100	Abcd2	681
0	0	100	Abcd3	682
0	0	100	Abcd4	683
0	0	100	Abce1	684
0	0	100	Abcf1	685
0	0	100	Abcf2	686
0	0	100	Abcf3	687
0	0	100	Abcg1	688
0	0	100	Abcg2	689
0	0	100	Abcg3	690
0	0	100	Abcg4	691
0	0	100	Abcg5	692
0	0	100	Abcg8	693
0	0	100	Abhd10	694
0	0	100	Abhd11	695
0	0	100	Abhd11os	696
0	0	100	Abhd12	697
0	0	100	Abhd13	698
0	0	100	Abhd14a	699
0	0	100	Abhd14b	700
0	0	100	Abhd15	701
0	0	100	Abhd16a	702
0	0	100	Abhd17a	703
0	0	100	Abhd17b	704
0	0	100	Abhd17c	705
0	0	100	Abhd18	706
0	0	100	Abhd2	707
0	0	100	Abhd3	708
0	0	100	Abhd4	709
0	0	100	Abhd5	710
0	0	100	Abhd6	711
0	0	100	Abhd8	712
0	0	100	Abi1	713
0	0	100	Abi2	714
0	0	100	Abi3	715
0	0	100	Abi3bp	716
0	0	100	Abl1	717
0	0	100	Abl2	718
0	0	100	Ablim1	719
0	0	100	Ablim2	720
0	0	100	Ablim3	721
0	0	100	Abo	722
0	0	100	Abr	723
0	0	100	Abra	724
0	0	100	Abracl	725
0	0	100	Abt1	726
0	0	100	Abtb1	727
0	0	100	Abtb2	728
0	0	100	Acaa1a	729
0	0	100	Acaa1b	730
0	0	100	Acaa2	731
0	0	100	Acaca	732
0	0	100	Acacb	733
0	0	100	Acad10	734
0	0	100	Acad11	735
0	0	100	Acad12	736
0	0	100	Acad8	737
0	0	100	Acad9	738
0	0	100	Acadl	739
0	0	100	Acadm	740
0	0	100	Acads	741
0	0	100	Acadsb	742
0	0	100	Acadvl	743
0	0	100	Acan	744
0	0	100	Acap1	745
0	0	100	Acap2	746
0	0	100	Acap3	747
0	0	100	Acat1	748
0	0	100	Acat2	749
0	0	100	Acat3	750
0	0	100	Acbd3	751
0	0	100	Acbd4	752
0	0	100	Acbd5	753
0	0	100	Acbd6	754
0	0	100	Acbd7	755
0	0	100	Accs	756
0	0	100	Acd	757
0	0	100	Ace	758
0	0	100	Ace2	759
0	0	100	Acer2	760
0	0	100	Acer3	761
0	0	100	Ache	762
0	0	100	Acin1	763
0	0	100	Ackr1	764
0	0	100	Ackr2	765
0	0	100	Ackr3	766
0	0	100	Ackr4	767
0	0	100	Acly	768
0	0	100	Acmsd	769
0	0	100	Acnat1	770
0	0	100	Aco1	771
0	0	100	Aco2	772
0	0	100	Acod1	773
0	0	100	Acot1	774
0	0	100	Acot10	775
0	0	100	Acot11	776
0	0	100	Acot12	777
0	0	100	Acot13	778
0	0	100	Acot2	779
0	0	100	Acot3	780
0	0	100	Acot4	781
0	0	100	Acot5	782
0	0	100	Acot6	783
0	0	100	Acot7	784
0	0	100	Acot8	785
0	0	100	Acot9	786
0	0	100	Acox1	787
0	0	100	Acox2	788
0	0	100	Acox3	789
0	0	100	Acoxl	790
0	0	100	Acp1	791
0	0	100	Acp2	792
0	0	100	Acp5	793
0	0	100	Acp6	794
0	0	100	Acpp	795
0	0	100	Acrbp	796
0	0	100	Acsbg1	797
0	0	100	Acsf2	798
0	0	100	Acsf3	799
0	0	100	Acsl1	800
0	0	100	Acsl3	801
0	0	100	Acsl4	802
0	0	100	Acsl5	803
0	0	100	Acsm2	804
0	0	100	Acss1	805
0	0	100	Acss2	806
0	0	100	Acta1	807
0	0	100	Acta2	808
0	0	100	Actb	809
0	0	100	Actg1	810
0	0	100	Actg2	811
0	0	100	Actl6a	812
0	0	100	Actn1	813
0	0	100	Actn2	814
0	0	100	Actn3	815
0	0	100	Actn4	816
0	0	100	Actr10	817
0	0	100	Actr1a	818
0	0	100	Actr1b	819
0	0	100	Actr2	820
0	0	100	Actr3	821
0	0	100	Actr3b	822
0	0	100	Actr5	823
0	0	100	Actr6	824
0	0	100	Actr8	825
0	0	100	Acvr1	826
0	0	100	Acvr1b	827
0	0	100	Acvr1c	828
0	0	100	Acvr2a	829
0	0	100	Acvr2b	830
0	0	100	Acvrl1	831
0	0	100	Acy1	832
0	0	100	Acy3	833
0	0	100	Acyp1	834
0	0	100	Acyp2	835
0	0	100	Ada	836
0	0	100	Adal	837
0	0	100	Adam10	838
0	0	100	Adam11	839
0	0	100	Adam12	840
0	0	100	Adam15	841
0	0	100	Adam17	842
0	0	100	Adam19	843
0	0	100	Adam1a	844
0	0	100	Adam1b	845
0	0	100	Adam2	846
0	0	100	Adam22	847
0	0	100	Adam23	848
0	0	100	Adam28	849
0	0	100	Adam3	850
0	0	100	Adam30	851
0	0	100	Adam33	852
0	0	100	Adam4	853
0	0	100	Adam5	854
0	0	100	Adam6b	855
0	0	100	Adam8	856
0	0	100	Adam9	857
0	0	100	Adamdec1	858
0	0	100	Adamts1	859
0	0	100	Adamts10	860
0	0	100	Adamts12	861
0	0	100	Adamts13	862
0	0	100	Adamts14	863
0	0	100	Adamts15	864
0	0	100	Adamts17	865
0	0	100	Adamts2	866
0	0	100	Adamts20	867
0	0	100	Adamts3	868
0	0	100	Adamts4	869
0	0	100	Adamts5	870
0	0	100	Adamts6	871
0	0	100	Adamts7	872
0	0	100	Adamts8	873
0	0	100	Adamts9	874
0	0	100	Adamtsl1	875
0	0	100	Adamtsl2	876
0	0	100	Adamtsl3	877
0	0	100	Adamtsl4	878
0	0	100	Adamtsl5	879
0	0	100	Adap1	880
0	0	100	Adap2	881
0	0	100	Adar	882
0	0	100	Adarb1	883
0	0	100	Adat1	884
